query	code	rev	size	ac	org	taxid	NCBI_DNA	NCBI_AA	ip	pfam
C2YQT0	C2YQT0_BACCE	Unreviewed	408	C2YQT0	Bacillus cereus AH1271.	526992	ACMR01000088	EEL82433.1	IPR020622	PF01168
C2T098	C2T098_BACCE	Unreviewed	408	C2T098	Bacillus cereus BDRD-Cer4.	526978	ACME01000043	EEL11805.1	IPR020622	PF01168
C2VSV0	C2VSV0_BACCE	Unreviewed	408	C2VSV0	Bacillus cereus Rock3-42.	526985	ACMK01000059	EEL45959.1	IPR020622	PF01168
C3HZR9	C3HZR9_BACTU	Unreviewed	408	C3HZR9	Bacillus thuringiensis IBL 200.	527019	ACNK01000044	EEM96624.1	IPR020622	PF01168
C2QB60	C2QB60_BACCE	Unreviewed	408	C2QB60	Bacillus cereus R309803.	526968	ACLY01000039	EEK79278.1	IPR020622	PF01168
Q3ENG7	Q3ENG7_BACTI	Unreviewed	408	Q3ENG7	Bacillus thuringiensis serovar israelensis ATCC 35646.	339854	AAJM01000345	EAO52860.1	IPR020622	PF01168
C2TWH9	C2TWH9_BACCE	Unreviewed	408	C2TWH9	Bacillus cereus Rock1-3.	526981	ACMG01000032	EEL23431.1	IPR020622	PF01168
C2Y9T3	C2Y9T3_BACCE	Unreviewed	408	C2Y9T3	Bacillus cereus AH676.	526991	ACMQ01000070	EEL76747.1	IPR020622	PF01168
C2TFM5	C2TFM5_BACCE	Unreviewed	408	C2TFM5	Bacillus cereus 95/8201.	526979	ACMF01000040	EEL17484.1	IPR020622	PF01168
C3D0T4	C3D0T4_BACTU	Unreviewed	408	C3D0T4	Bacillus thuringiensis serovar thuringiensis str. T01001.	527025	ACNA01000046	EEM35560.1	IPR020622	PF01168
C2WLI2	C2WLI2_BACCE	Unreviewed	408	C2WLI2	Bacillus cereus Rock4-2.	526987	ACMM01000142	EEL56465.1	IPR020622	PF01168
C2SJ66	C2SJ66_BACCE	Unreviewed	408	C2SJ66	Bacillus cereus BDRD-ST196.	526976	ACMD01000072	EEL06514.1	IPR020622	PF01168
Q81EB9	Q81EB9_BACCR	Unreviewed	408	Q81EB9	Bacillus cereus (strain ATCC 14579 / DSM 31).	226900	AE016877	AAP09032.1	IPR020622	PF01168
C3HHZ3	C3HHZ3_BACTU	Unreviewed	408	C3HHZ3	Bacillus thuringiensis serovar pulsiensis BGSC 4CC1.	527028	ACNJ01000041	EEM90059.1	IPR020622	PF01168
C3GI02	C3GI02_BACTU	Unreviewed	408	C3GI02	Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1.	527029	ACNH01000037	EEM78066.1	IPR020622	PF01168
C2MJZ4	C2MJZ4_BACCE	Unreviewed	408	C2MJZ4	Bacillus cereus m1293.	526973	ACLS01000058	EEK45266.1	IPR020622	PF01168
C3EE50	C3EE50_BACTU	Unreviewed	408	C3EE50	Bacillus thuringiensis serovar pakistani str. T13001.	527027	ACNC01000548	EEM44171.1	IPR020622	PF01168
A0RD76	A0RD76_BACAH	Unreviewed	408	A0RD76	Bacillus thuringiensis (strain Al Hakam).	412694	CP000485	ABK85169.1	IPR020622	PF01168
C2NGR8	C2NGR8_BACCE	Unreviewed	408	C2NGR8	Bacillus cereus BGSC 6E1.	526970	ACLU01000048	EEK56725.1	IPR020622	PF01168
C2UUG1	C2UUG1_BACCE	Unreviewed	408	C2UUG1	Bacillus cereus Rock3-28.	526983	ACMI01000121	EEL34888.1	IPR020622	PF01168
C2RM68	C2RM68_BACCE	Unreviewed	408	C2RM68	Bacillus cereus BDRD-ST24.	526974	ACMB01000045	EEK95189.1	IPR020622	PF01168
C3DJ00	C3DJ00_BACTS	Unreviewed	408	C3DJ00	Bacillus thuringiensis serovar sotto str. T04001.	527026	ACNB01000073	EEM42145.1	IPR020622	PF01168
C2NXY5	C2NXY5_BACCE	Unreviewed	408	C2NXY5	Bacillus cereus 172560W.	526967	ACLV01000042	EEK62459.1	IPR020622	PF01168
C2R797	C2R797_BACCE	Unreviewed	408	C2R797	Bacillus cereus m1550.	526969	ACMA01000041	EEK89750.1	IPR020622	PF01168
C2MZZ5	C2MZZ5_BACCE	Unreviewed	408	C2MZZ5	Bacillus cereus ATCC 10876.	526980	ACLT01000049	EEK51128.1	IPR020622	PF01168
C2PV56	C2PV56_BACCE	Unreviewed	408	C2PV56	Bacillus cereus AH621.	526972	ACLX01000052	EEK73678.1	IPR020622	PF01168
C3G230	C3G230_BACTU	Unreviewed	408	C3G230	Bacillus thuringiensis serovar andalousiensis BGSC 4AW1.	527032	ACNG01000057	EEM72045.1	IPR020622	PF01168
C3FJB2	C3FJB2_BACTB	Unreviewed	408	C3FJB2	Bacillus thuringiensis serovar berliner ATCC 10792.	527031	ACNF01000053	EEM66461.1	IPR020622	PF01168
A9VRX7	A9VRX7_BACWK	Unreviewed	408	A9VRX7	Bacillus weihenstephanensis (strain KBAB4).	315730	CP000903	ABY43162.1	IPR020622	PF01168
C3EJX3	C3EJX3_BACTK	Unreviewed	408	C3EJX3	Bacillus thuringiensis serovar kurstaki str. T03a001.	527023	ACND01000057	EEM53721.1	IPR020622	PF01168
C3A540	C3A540_BACMY	Unreviewed	408	C3A540	Bacillus mycoides DSM 2048.	526997	ACMU01000039	EEL99758.1	IPR020622	PF01168
C2PE72	C2PE72_BACCE	Unreviewed	408	C2PE72	Bacillus cereus MM3.	526971	ACLW01000051	EEK67955.1	IPR020622	PF01168
C3C1H1	C3C1H1_BACTU	Unreviewed	408	C3C1H1	Bacillus thuringiensis serovar tochigiensis BGSC 4Y1.	527024	ACMY01000051	EEM22898.1	IPR020622	PF01168
C2VB81	C2VB81_BACCE	Unreviewed	408	C2VB81	Bacillus cereus Rock3-29.	526984	ACMJ01000038	EEL40720.1	IPR020622	PF01168
C2QS65	C2QS65_BACCE	Unreviewed	408	C2QS65	Bacillus cereus ATCC 4342.	526977	ACLZ01000027	EEK84400.1	IPR020622	PF01168
C2XT65	C2XT65_BACCE	Unreviewed	408	C2XT65	Bacillus cereus AH603.	526990	ACMP01000061	EEL71205.1	IPR020622	PF01168
C3CHY1	C3CHY1_BACTU	Unreviewed	408	C3CHY1	Bacillus thuringiensis Bt407.	527021	ACMZ01000044	EEM29193.1	IPR020622	PF01168
C3H031	C3H031_BACTU	Unreviewed	408	C3H031	Bacillus thuringiensis serovar huazhongensis BGSC 4BD1.	527030	ACNI01000042	EEM84208.1	IPR020622	PF01168
C2ZNQ4	C2ZNQ4_BACCE	Unreviewed	408	C2ZNQ4	Bacillus cereus AH1273.	526994	ACMT01000104	EEL94077.1	IPR020622	PF01168
C2S2X2	C2S2X2_BACCE	Unreviewed	408	C2S2X2	Bacillus cereus BDRD-ST26.	526975	ACMC01000047	EEL00971.1	IPR020622	PF01168
Q0ID36	Q0ID36_SYNS3	Unreviewed	393	Q0ID36	Synechococcus sp. (strain CC9311).	64471	CP000435	ABI45550.1	IPR020622	PF01168
A8W0C6										
A5GIR4	A5GIR4_SYNPW	Unreviewed	393	A5GIR4	Synechococcus sp. (strain WH7803).	32051	CT971583	CAK22829.1	IPR020622	PF01168
A4CSP7	A4CSP7_SYNPV	Unreviewed	393	A4CSP7	Synechococcus sp. (strain WH7805).	59931	AAOK01000002	EAR19111.1	IPR020622	PF01168
A0ZBK9	A0ZBK9_NODSP	Unreviewed	395	A0ZBK9	Nodularia spumigena CCY9414.	313624	AAVW01000006	EAW46612.1	IPR020622	PF01168
B2J7X1	B2J7X1_NOSP7	Unreviewed	395	B2J7X1	Nostoc punctiforme (strain ATCC 29133 / PCC 73102).	63737	CP001037	ACC83936.1	IPR020622	PF01168
Q3MG70	Q3MG70_ANAVT	Unreviewed	395	Q3MG70	Anabaena variabilis (strain ATCC 29413 / PCC 7937).	240292	CP000117	ABA20016.1	IPR020622	PF01168
B9YHS0										
Q4UXQ0	Q4UXQ0_XANC8	Unreviewed	427	Q4UXQ0	Xanthomonas campestris pv. campestris (strain 8004).	314565	CP000050	AAY48173.1	IPR000183	PF00278
Q8P6B5	Q8P6B5_XANCP	Unreviewed	427	Q8P6B5	Xanthomonas campestris pv. campestris.	340	AE008922	AAM42326.1	IPR000183	PF00278
B0RPV3	B0RPV3_XANCB	Unreviewed	427	B0RPV3	Xanthomonas campestris pv. campestris (strain B100).	509169	AM920689	CAP50488.1	IPR000183	PF00278
Q115G1	Q115G1_TRIEI	Unreviewed	395	Q115G1	Trichodesmium erythraeum (strain IMS101).	203124	CP000393	ABG50863.1	IPR020622	PF01168
Q3BQC1	Q3BQC1_XANC5	Unreviewed	429	Q3BQC1	Xanthomonas campestris pv. vesicatoria (strain 85-10).	316273	AM039952	CAJ25042.1	IPR000183	PF00278
B5VU46	B5VU46_SPIMA	Unreviewed	399	B5VU46	Arthrospira maxima CS-328.	513049	ABYK01000001	EDZ97062.1	IPR020622	PF01168
Q4FRX0	Q4FRX0_PSYA2	Unreviewed	383	Q4FRX0	Psychrobacter arcticus (strain DSM 17307 / 273-4).	259536	CP000082	AAZ19238.1	IPR001608	PF01168
B6H3L0	B6H3L0_PENCW	Unreviewed	446	B6H3L0	54-1255) (Penicillium notatum).	500485	AM920428	CAP92409.1	IPR001608	PF01168
B9MCI2	B9MCI2_ACIET	Unreviewed	393	B9MCI2	Acidovorax ebreus (strain TPSY) (Diaphorobacter sp. (strain TPSY)).	535289	CP001392	ACM31982.1	IPR001608	PF01168
A1W3B6	A1W3B6_ACISJ	Unreviewed	393	A1W3B6	Acidovorax sp. (strain JS42).	232721	CP000539	ABM40741.1	IPR001608	PF01168
A6ZTZ2	A6ZTZ2_YEAS7	Unreviewed	428	A6ZTZ2	Saccharomyces cerevisiae (strain YJM789) (Baker's yeast).	307796	AAFW02000099	EDN61930.1	IPR001608	PF01168
B5VID7	B5VID7_YEAS6	Unreviewed	428	B5VID7	Saccharomyces cerevisiae (strain AWRI1631) (Baker's yeast).	545124	ABSV01000832	EDZ72307.1	IPR001608	PF01168
P53095	DSD1_YEAST	Reviewed	428	P53095	Saccharomyces cerevisiae (Baker's yeast).	4932	AY558389	AAS56715.1	IPR001608	PF01168
B3LHP5	B3LHP5_YEAS1	Unreviewed	428	B3LHP5	Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast).	285006	CH408044	EDV10403.1	IPR001608	PF01168
Q9RBG6	Q9RBG6_ALCXX	Unreviewed	377	Q9RBG6	Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans).	85698	AB026892	BAA86032.1	IPR001608	PF01168
C4M0T2	Q58P26_ENTHI	Unreviewed	413	Q58P26	Entamoeba histolytica.	5759	DS571201	EAL49727.1	IPR002433	PF00278
Q58P26	Q58P26_ENTHI	Unreviewed	413	Q58P26	Entamoeba histolytica.	5759	DS571201	EAL49727.1	IPR002433	PF00278
Q6MM66	Q6MM66_BDEBA	Unreviewed	391	Q6MM66	Bdellovibrio bacteriovorus.	959	BX842650	CAE79639.1	IPR000183	PF00278
A1B8B2	A1B8B2_PARDP	Unreviewed	365	A1B8B2	Paracoccus denitrificans (strain Pd 1222).	318586	CP000490	ABL71756.1	IPR020622	PF01168
B2KCK2	B2KCK2_ELUMP	Unreviewed	417	B2KCK2	Elusimicrobium minutum (strain Pei191).	445932	CP001055	ACC98248.1	IPR000183	PF00278
Q3SR18	Q3SR18_NITWN	Unreviewed	395	Q3SR18	Nitrobacter winogradskyi (strain Nb-255 / ATCC 25391).	323098	CP000115	ABA05273.1	IPR020622	PF01168
B1GYN3	B1GYN3_UNCTG	Unreviewed	410	B1GYN3	Uncultured termite group 1 bacterium phylotype Rs-D17.	471821	AP009510	BAG14126.1	IPR000183	PF00278
A7HYU8	A7HYU8_PARL1	Unreviewed	408	A7HYU8	Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966).	402881	CP000774	ABS65081.1	IPR020622	PF01168
B7VSB3	B7VSB3_VIBSL	Unreviewed	400	B7VSB3	Vibrio splendidus (strain LGP32) (Vibrio splendidus (strain Mel32)).	575788	FM954973	CAV27052.1	IPR002433	PF00278
C0CIU5	C0CIU5_9FIRM	Unreviewed	432	C0CIU5	Blautia hydrogenotrophica DSM 10507.	476272	ACBZ01000027	EEG50348.1	IPR002433	PF00278
Q8GRA5	Q8GRA5_VIBPA	Unreviewed	400	Q8GRA5	Vibrio parahaemolyticus.	670	AB082123	BAC16548.1	IPR002433	PF00278
A1X4N8	A1X4N8_VIBAL	Unreviewed	400	A1X4N8	Vibrio alginolyticus.	663	DQ201184	ABM30201.1	IPR000183	PF00278
Q1VG54	Q1VG54_VIBAL	Unreviewed	400	Q1VG54	Vibrio alginolyticus 12G01.	314288	AAPS01000001	EAS78140.1	IPR000183	PF00278
Q87FL7	Q87FL7_VIBPA	Unreviewed	400	Q87FL7	Vibrio parahaemolyticus.	670	BA000032	BAC63005.1	IPR000183	PF00278
A7JXK4	A7JXK4_VIBSE	Unreviewed	400	A7JXK4	Vibrio sp. (strain Ex25).	150340	DS267808	EDN58814.1	IPR000183	PF00278
A3UL16	A3UL16_VIBSP	Unreviewed	400	A3UL16	Vibrio splendidus 12B01.	314291	AAMR01000001	EAP96651.1	IPR002433	PF00278
A6B3D2	A6B3D2_VIBPA	Unreviewed	400	A6B3D2	Vibrio parahaemolyticus AQ3810.	419109	AAWQ01000032	EDM59319.1	IPR000183	PF00278
B9XMA7	B9XMA7_9BACT	Unreviewed	392	B9XMA7	bacterium Ellin514.	320771	ABOX02000034	EEF58949.1	IPR020622	PF01168
A5L0U2	A5L0U2_9GAMM	Unreviewed	400	A5L0U2	Vibrionales bacterium SWAT-3.	391574	AAZW01000017	EDK28701.1	IPR000183	PF00278
Q39U26	Q39U26_GEOMG	Unreviewed	419	Q39U26	Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210).	269799	CP000148	ABB32248.1	IPR000183	PF00278
B7JZN2	B7JZN2_CYAP8	Unreviewed	403	B7JZN2	RF-1)).	41431	CP001287	ACK64975.1	IPR020622	PF01168
B4BUV1										
Q31L38	Q31L38_SYNE7	Unreviewed	406	Q31L38	Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2).	1140	CP000100	ABB58231.1	IPR020622	PF01168
Q5N0T4	Q5N0T4_SYNP6	Unreviewed	406	Q5N0T4	(Anacystis nidulans).	269084	AP008231	BAD80086.1	IPR020622	PF01168
Q39JE8	Q39JE8_BURS3	Unreviewed	257	Q39JE8	/ NCIB 9086 / R18194)).	269483	CP000151	ABB07418.1	IPR011078	PF01168
C2D7Z3	C2D7Z3_9ACTN	Unreviewed	259	C2D7Z3	Atopobium vaginae DSM 15829.	525256	ACGK01000046	EEI84489.1	IPR011078	PF01168
A3YUI9	A3YUI9_9SYNE	Unreviewed	403	A3YUI9	Synechococcus sp. WH 5701.	69042	AANO01000001	EAQ76705.1	IPR020622	PF01168
Q2L1P6	Q2L1P6_BORA1	Unreviewed	275	Q2L1P6	Bordetella avium (strain 197N).	360910	AM167904	CAJ49210.1	IPR011078	PF01168
Q9PCR1	Q9PCR1_XYLFA	Unreviewed	266	Q9PCR1	Xylella fastidiosa.	2371	AE003849	AAF84526.1	IPR011078	PF01168
Q6FUD3	Q6FUD3_CANGA	Unreviewed	265	Q6FUD3	Candida glabrata (Yeast) (Torulopsis glabrata).	5478	CR380952	CAG59085.1	IPR011078	PF01168
C0E437	C0E437_9CORY	Unreviewed	262	C0E437	Corynebacterium matruchotii ATCC 33806.	566549	ACEB01000023	EEG26636.1	IPR011078	PF01168
A4ETW6	A4ETW6_9RHOB	Unreviewed	388	A4ETW6	Roseobacter sp. SK209-2-6.	388739	AAYC01000004	EBA17155.1	IPR001608	PF01168
O82872	O82872_ARTSP	Unreviewed	379	O82872	Arthrobacter sp.	1667	AB010956	BAA31547.1	IPR001608	PF01168
C1XMS7										
A6STY6	A6STY6_JANMA	Unreviewed	379	A6STY6	Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis).	375286	CP000269	ABR89770.1	IPR001608	PF01168
Q1IMX9	Q1IMX9_ACIBL	Unreviewed	394	Q1IMX9	Acidobacteria bacterium (strain Ellin345).	204669	CP000360	ABF41771.1	IPR001608	PF01168
Q1QC43	Q1QC43_PSYCK	Unreviewed	384	Q1QC43	Psychrobacter cryohalolentis (strain K5).	335284	CP000323	ABE74760.1	IPR001608	PF01168
Q47UJ7	Q47UJ7_COLP3	Unreviewed	382	Q47UJ7	psychroerythus).	167879	CP000083	AAZ26395.1	IPR001608	PF01168
A3YHZ5	A3YHZ5_9GAMM	Unreviewed	382	A3YHZ5	Marinomonas sp. MED121.	314277	AANE01000028	EAQ63218.1	IPR001608	PF01168
B3DT83	B3DT83_BIFLD	Unreviewed	450	B3DT83	Bifidobacterium longum (strain DJO10A).	205913	CP000605	ACD98352.1	IPR020622	PF01168
C0XRD7	C0XRD7_9CORY	Unreviewed	203	C0XRD7	Corynebacterium lipophiloflavum DSM 44291.	525263	ACHJ01000099	EEI17189.1	IPR001608	PF01168
B0EDN3	B0EDN3_ENTDI	Unreviewed	413	B0EDN3	Entamoeba dispar SAW760.	370354	DS548819	EDR27353.1	IPR002433	PF00278
C2HDN2	C2HDN2_ENTFC	Unreviewed	419	C2HDN2	Enterococcus faecium TX1330.	525279	ACHL01000132	EEI59465.1	IPR000183	PF00278
Q88B08	Q88B08_PSESM	Unreviewed	415	Q88B08	Pseudomonas syringae pv. tomato.	323	AE016853	AAO53771.1	IPR000183	PF00278
Q4K3W3	Q4K3W3_PSEF5	Unreviewed	415	Q4K3W3	Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477).	220664	CP000076	AAY95201.1	IPR000183	PF00278
Q500B7	Q500B7_PSEU2	Unreviewed	415	Q500B7	Pseudomonas syringae pv. syringae (strain B728a).	205918	CP000075	AAY35255.1	IPR000183	PF00278
A4A9F3	A4A9F3_9GAMM	Unreviewed	414	A4A9F3	Congregibacter litoralis KT71.	314285	AAOA01000007	EAQ97120.1	IPR000183	PF00278
Q48C01	Q48C01_PSE14	Unreviewed	415	Q48C01	Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6).	264730	CP000058	AAZ37873.1	IPR000183	PF00278
A6VE51	A6VE51_PSEA7	Unreviewed	415	A6VE51	Pseudomonas aeruginosa (strain PA7).	381754	CP000744	ABR82473.1	IPR000183	PF00278
A4VGW6	A4VGW6_PSEU5	Unreviewed	415	A4VGW6	Pseudomonas stutzeri (strain A1501).	379731	CP000304	ABP78217.1	IPR000183	PF00278
B7V5G8	B7V5G8_PSEA8	Unreviewed	415	B7V5G8	Pseudomonas aeruginosa (strain LESB58).	557722	FM209186	CAW30426.1	IPR000183	PF00278
Q02E85	Q02E85_PSEAB	Unreviewed	415	Q02E85	Pseudomonas aeruginosa (strain UCBPP-PA14).	208963	CP000438	ABJ14662.1	IPR000183	PF00278
C1DJ55	C1DJ55_AZOVD	Unreviewed	415	C1DJ55	Azotobacter vinelandii (strain DJ / ATCC BAA-1303).	322710	CP001157	ACO80874.1	IPR000183	PF00278
P19572	DCDA_PSEAE	Reviewed	415	P19572	Pseudomonas aeruginosa.	287	AE004091	AAG08662.1	IPR000183	PF00278
A3LIJ6	A3LIJ6_PSEAE	Unreviewed	415	A3LIJ6	Pseudomonas aeruginosa 2192.	350703	CH482384	EAZ61277.1	IPR000183	PF00278
A3L1Y7	A3L1Y7_PSEAE	Unreviewed	415	A3L1Y7	Pseudomonas aeruginosa C3719.	350704	CH482383	EAZ55468.1	IPR000183	PF00278
Q3SM71	Q3SM71_THIDA	Unreviewed	414	Q3SM71	Thiobacillus denitrificans (strain ATCC 25259).	292415	CP000116	AAZ96179.1	IPR000183	PF00278
C2JTL6	C2JTL6_LACRH	Unreviewed	447	C2JTL6	Lactobacillus rhamnosus LMS2-1.	525361	ACIZ01000016	EEN81562.1	IPR000183	PF00278
B4WYX0	B4WYX0_9GAMM	Unreviewed	413	B4WYX0	Alcanivorax sp. DG881.	236097	DS989915	EDX88629.1	IPR000183	PF00278
A4B9F0	A4B9F0_9GAMM	Unreviewed	416	A4B9F0	Reinekea blandensis MED297.	314283	AAOE01000001	EAR11251.1	IPR000183	PF00278
A4XNX5	A4XNX5_PSEMY	Unreviewed	415	A4XNX5	Pseudomonas mendocina (strain ymp).	399739	CP000680	ABP83041.1	IPR000183	PF00278
Q0BZI1	Q0BZI1_HYPNA	Unreviewed	396	Q0BZI1	Hyphomonas neptunium (strain ATCC 15444).	228405	CP000158	ABI77737.1	IPR020622	PF01168
B1M1A2	B1M1A2_METRJ	Unreviewed	250	B1M1A2	2831).	426355	CP001001	ACB26077.1	IPR011078	PF01168
B5QQ68	B5QQ68_LACRH	Unreviewed	447	B5QQ68	Lactobacillus rhamnosus HN001.	486408	ABWJ01000026	EDY98194.1	IPR000183	PF00278
C5BUL5	C5BUL5_TERTT	Unreviewed	421	C5BUL5	Teredinibacter turnerae (strain ATCC 39867 / T7901).	377629	CP001614	ACR14417.1	IPR000183	PF00278
Q0G6L2	Q0G6L2_9RHIZ	Unreviewed	396	Q0G6L2	Fulvimarina pelagi HTCC2506.	314231	AATP01000001	EAU42702.1	IPR020622	PF01168
B6F5F1										
B4B1A9	B4B1A9_9CHRO	Unreviewed	407	B4B1A9	Cyanothece sp. PCC 7822.	497965	ABVE01000003	EDX97240.1	IPR020622	PF01168
B1X1N7	B1X1N7_CYAA5	Unreviewed	404	B1X1N7	Cyanothece sp. (strain ATCC 51142).	43989	CP000806	ACB53067.1	IPR020622	PF01168
B7KHA9	B7KHA9_CYAP7	Unreviewed	403	B7KHA9	29155)).	65393	CP001291	ACK69318.1	IPR020622	PF01168
Q4C507	Q4C507_CROWT	Unreviewed	405	Q4C507	Crocosphaera watsonii WH 8501.	165597	AADV02000006	EAM51305.1	IPR020622	PF01168
B0JVW1	B0JVW1_MICAN	Unreviewed	397	B0JVW1	Microcystis aeruginosa (strain NIES-843).	449447	AP009552	BAG04704.1	IPR020622	PF01168
A6X6I4	A6X6I4_OCHA4	Unreviewed	276	A6X6I4	Ochrobactrum anthropi (strain ATCC 49188 / DSM 6882 / NCTC 12168).	439375	CP000759	ABS16838.1	IPR011078	PF01168
C3JGX1	C3JGX1_RHOER	Unreviewed	400	C3JGX1	Rhodococcus erythropolis SK121.	596309	ACNO01000004	EEN89219.1	IPR001608	PF01168
Q0S3C9	Q0S3C9_RHOSR	Unreviewed	400	Q0S3C9	Rhodococcus sp. (strain RHA1).	101510	CP000431	ABG97957.1	IPR001608	PF01168
C0ZW87	C0ZW87_RHOE4	Unreviewed	400	C0ZW87	Rhodococcus erythropolis (strain PR4 / NBRC 100887).	234621	AP008957	BAH32622.1	IPR001608	PF01168
C1B066	C1B066_RHOOB	Unreviewed	400	C1B066	Rhodococcus opacus (strain B4).	632772	AP011115	BAH54487.1	IPR001608	PF01168
Q9KSE5	ALR2_VIBCH	Reviewed	392	Q9KSE5	Vibrio cholerae.	666	AE003852	AAF94470.1	IPR020622	PF01168
Q0VM22	Q0VM22_ALCBS	Unreviewed	413	Q0VM22	Alcanivorax borkumensis (strain SK2 / ATCC 700651 / DSM 11573).	393595	AM286690	CAL17776.1	IPR000183	PF00278
A3PF17	A3PF17_PROM0	Unreviewed	399	A3PF17	Prochlorococcus marinus (strain MIT 9301).	167546	CP000576	ABO18342.1	IPR020622	PF01168
A2BTA7	A2BTA7_PROMS	Unreviewed	399	A2BTA7	Prochlorococcus marinus (strain AS9601).	146891	CP000551	ABM71018.1	IPR020622	PF01168
B9NYM6	B9NYM6_PROMA	Unreviewed	399	B9NYM6	Prochlorococcus marinus str. MIT 9202.	93058	DS999537	EEE39483.1	IPR020622	PF01168
A2BYQ5	A2BYQ5_PROM5	Unreviewed	399	A2BYQ5	Prochlorococcus marinus (strain MIT 9515).	167542	CP000552	ABM72916.1	IPR020622	PF01168
A8G731	A8G731_PROM2	Unreviewed	399	A8G731	Prochlorococcus marinus (strain MIT 9215).	93060	CP000825	ABV51412.1	IPR020622	PF01168
Q318L5	Q318L5_PROM9	Unreviewed	399	Q318L5	Prochlorococcus marinus (strain MIT 9312).	74546	CP000111	ABB50680.1	IPR020622	PF01168
A9HVP2	A9HVP2_BORPD	Unreviewed	379	A9HVP2	Bordetella petrii (strain ATCC BAA-461 / DSM 12804 / CCUG 43448).	340100	AM902716	CAP40372.1	IPR001608	PF01168
A9BX08	A9BX08_DELAS	Unreviewed	380	A9BX08	Delftia acidovorans (strain DSM 14801 / SPH-1).	398578	CP000884	ABX36993.1	IPR001608	PF01168
B6YYA0	B6YYA0_9RHOB	Unreviewed	383	B6YYA0	Pseudovibrio sp. JE062.	439495	DS996811	EEA93417.1	IPR001608	PF01168
A4E7E3	A4E7E3_9ACTN	Unreviewed	267	A4E7E3	Collinsella aerofaciens ATCC 25986.	411903	AAVN02000001	EBA40652.1	IPR011078	PF01168
Q4KAQ0	Q4KAQ0_PSEF5	Unreviewed	405	Q4KAQ0	Pseudomonas fluorescens (strain Pf-5 / ATCC BAA-477).	220664	CP000076	AAY92847.1	IPR001608	PF01168
Q5TM03	Q5TM03_PSEFL	Unreviewed	405	Q5TM03	Pseudomonas fluorescens.	294	AB164231	BAD69624.1	IPR001608	PF01168
Q3KBN0	Q3KBN0_PSEPF	Unreviewed	406	Q3KBN0	Pseudomonas fluorescens (strain Pf0-1).	205922	CP000094	ABA74824.1	IPR001608	PF01168
Q1AZX2	Q1AZX2_RUBXD	Unreviewed	416	Q1AZX2	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129).	266117	CP000386	ABG03056.1	IPR000183	PF00278
A7TSY7	A7TSY7_VANPO	Unreviewed	270	A7TSY7	(Kluyveromyces polysporus).	436907	DS480530	EDO14618.1	IPR011078	PF01168
C4DLA1										
Q4W9N6	Q4W9N6_ASPFU	Unreviewed	286	Q4W9N6	Aspergillus fumigatus (Sartorya fumigata).	5085	AAHF01000016	EAL84577.1	IPR011078	PF01168
B0YEC8	B0YEC8_ASPFC	Unreviewed	286	B0YEC8	(Sartorya fumigata).	451804	DS499603	EDP47272.1	IPR011078	PF01168
Q0CVV4	Q0CVV4_ASPTN	Unreviewed	359	Q0CVV4	Aspergillus terreus (strain NIH 2624 / FGSC A1156).	341663	CH476596	EAU37142.1	IPR001608	PF01168
A9D7X2	A9D7X2_9RHIZ	Unreviewed	422	A9D7X2	Hoeflea phototrophica DFL-43.	411684	ABIA02000006	EDQ33165.1	IPR000183	PF00278
Q2J1X0	Q2J1X0_RHOP2	Unreviewed	421	Q2J1X0	Rhodopseudomonas palustris (strain HaA2).	316058	CP000250	ABD05540.1	IPR000183	PF00278
Q89UN3	Q89UN3_BRAJA	Unreviewed	421	Q89UN3	Bradyrhizobium japonicum.	375	BA000040	BAC46648.1	IPR000183	PF00278
Q13CL3	Q13CL3_RHOPS	Unreviewed	421	Q13CL3	Rhodopseudomonas palustris (strain BisB5).	316057	CP000283	ABE38176.1	IPR000183	PF00278
Q3SUR2	Q3SUR2_NITWN	Unreviewed	421	Q3SUR2	Nitrobacter winogradskyi (strain Nb-255 / ATCC 25391).	323098	CP000115	ABA03979.1	IPR000183	PF00278
Q20WU1	Q20WU1_RHOPB	Unreviewed	421	Q20WU1	Rhodopseudomonas palustris (strain BisB18).	316056	CP000301	ABD90395.1	IPR000183	PF00278
Q07H25	Q07H25_RHOP5	Unreviewed	421	Q07H25	Rhodopseudomonas palustris (strain BisA53).	316055	CP000463	ABJ08759.1	IPR000183	PF00278
B7KX96	B7KX96_METC4	Unreviewed	422	B7KX96	Methylobacterium chloromethanicum (strain CM4 / NCIMB 13688).	440085	CP001298	ACK82970.1	IPR000183	PF00278
A9W3N0	A9W3N0_METEP	Unreviewed	422	A9W3N0	Methylobacterium extorquens (strain PA1).	419610	CP000908	ABY30186.1	IPR000183	PF00278
